name,headline,current_title,current_company,skills,location,years_experience,currently_open_to_work,github_handle,profile_url,certifications,open_source_contributor,volunteer_experience,education_level
Candidate-0094,"Creative Web Developer with a passion for building responsive and user-friendly web applications. Proficient in HTML, CSS, JavaScript, and front-end frameworks like React.",Web Developer,"Gonzalez, White and Ortega",angular;azure;c#;javascript;mongodb;postgresql;ruby;spring,"Meganmouth, Venezuela",4.0,,github.com/robertsanchez,linkedin.com/in/nicole98,,,,MSc
Candidate-0095,Black people manage some entire. Need improve southern. Help defense different Mrs.,Software Engineer,Mccoy-Paul,angular;c++;flask;google cloud;javascript;oracle;python;redis;ruby;vue,"Antonioland, Myanmar",4.0,,github.com/arivas,linkedin.com/in/fhowell,,,,MSc
Candidate-0096,Database Administrator skilled in optimizing SQL queries and maintaining database health through regular backups and maintenance.,Database Administrator,"Mcgrath, Adams and Allen",django;flask;google cloud;postgresql;ruby;sql,"New Crystalfurt, Sao Tome and Principe",5.0,,github.com/cindy05,linkedin.com/in/khanson,,,,BSc
Candidate-0097,"Creative Mobile Developer specializing in iOS and Android app development. Proficient in Swift, Java, and React Native, with a focus on user-centric design principles.",Mobile Developer,"Schmidt, Stone and Horne",google cloud;java;javascript;mysql;oracle;react;ruby;vue,"South Troyville, Tajikistan",2.0,,github.com/vickie24,linkedin.com/in/nicolecarr,,,,BSc
Candidate-0098,Strategic Solutions Architect with experience in large-scale enterprise system design and implementation. Skilled in cloud architecture and complex system integration.,Solutions Architect,Smith-Davis,flask;google cloud;postgresql;python;ruby,"Davidland, Qatar",1.0,,github.com/djohnson,linkedin.com/in/suzanneramirez,,,,MSc
Candidate-0099,"Passionate Deep Learning Engineer with expertise in neural network design, training, and optimization. Skilled in TensorFlow, PyTorch, and computer vision.",Deep Learning Engineer,Smith PLC,angular;django;go;google cloud;mongodb;oracle;python;ruby,"Petersfurt, Ecuador",6.0,,github.com/beardjonathan,linkedin.com/in/victor18,,,,MSc
Candidate-0100,,Java Web Developer,Salcluster Technologies,hibernate;java;javascript;spring;struts,"Amravati, India",,,,,,,,MCA
Candidate-0101,"Automation Engineer with expertise in designing and implementing automated test scripts and CI/CD pipelines. Skilled in Python, Selenium, and test automation frameworks.",Automation Engineer,Campbell Group,angular;aws;c++;javascript;mongodb;node.js;oracle;python;ruby,"Port Sharon, Trinidad and Tobago",4.0,,github.com/cameronward,linkedin.com/in/rachelgibbs,,,,BSc
Candidate-0102,"Innovative Android Developer with a passion for mobile app development and user experience design. Skilled in Java, Kotlin, and Android Studio.",Android Developer,"Stevens, Moore and Smith",c#;django;google cloud;java;mongodb;react;redis;spring,"South Dianehaven, India",5.0,,github.com/wendymorgan,linkedin.com/in/jonathan34,,,,BSc
Candidate-0103,"Quality Assurance Engineer with extensive experience in testing web applications, identifying bugs, and ensuring software quality. Skilled in test automation and bug tracking tools.",Qa Engineer,White Group,c++;google cloud;postgresql;python;vue,"Jeanetteshire, Nigeria",6.0,,github.com/lindseypope,linkedin.com/in/owebb,,,,BSc
Candidate-0104,Follow ago image. Second media security cost.,Vue Developer,"Perez, Taylor and Walton",django;go;google cloud;java;mysql;node.js;react;vue,"Port Kathryn, Estonia",3.0,,github.com/figueroarobert,linkedin.com/in/marybell,,,,MSc
Candidate-0105,"Cloud Engineer with expertise in AWS cloud services, including EC2, S3, Lambda, and VPCs. Proficient in designing and deploying scalable applications in the cloud.",Cloud Engineer,"Phillips, Smith and Rivera",angular;aws;azure;django;mysql;ruby,"Williamsburgh, Guernsey",5.0,,github.com/fpaul,linkedin.com/in/valeriecollins,,,,BSc
Candidate-0106,"Data Engineer with a focus on ETL processes, data pipelines, and data warehousing. Skilled in Python, SQL, and big data technologies like Hadoop and Spark.",Data Engineer,Keller Inc,aws;c#;c++;mongodb;postgresql;python;react;ruby,"Nicolefort, El Salvador",5.0,,github.com/paulkoch,linkedin.com/in/pkeller,,,,BSc
Candidate-0107,"Passionate Deep Learning Engineer with expertise in neural network design, training, and optimization. Skilled in TensorFlow, PyTorch, and computer vision.",Deep Learning Engineer,"Alexander, Mills and Smith",aws;c++;java;javascript;mongodb;python;spring,"Lake Michaelfurt, Nicaragua",4.0,,github.com/nicholas18,linkedin.com/in/millerdavid,,,,MSc
Candidate-0108,Field maybe public buy. Seat college technology beat pretty agree. Skill interview and tree color. Investment information it especially job. Indeed out indeed cup growth.,React Developer,"Simon, Elliott and Young",c++;google cloud;javascript;mongodb;node.js;react;redis,"South Kellytown, Haiti",6.0,,github.com/kristen20,linkedin.com/in/jacksonkaitlin,,,,MSc
Candidate-0109,"SQL Developer specializing in writing optimized SQL queries and database management. Skilled in database design, normalization, and performance tuning.",Sql Developer,"Salazar, Mejia and Williams",angular;google cloud;javascript;mongodb;node.js;sql;vue,"Nicolemouth, Svalbard & Jan Mayen Islands",1.0,,github.com/brandi44,linkedin.com/in/lindsay94,,,,MSc
Candidate-0110,,Java Developer,Replete Business Solutions Pvt Ltd,ajax;angularjs;html;ionic 3;j2ee;java;mssql;mysql;spring mvc,"Nashik, India",,,,,,,,BE
Candidate-0111,"AI Engineer with expertise in artificial intelligence, machine learning, and deep learning. Skilled in Python, TensorFlow, and developing AI-powered applications.",Ai Engineer,Thompson-Anderson,django;google cloud;java;javascript;mongodb;python;react,"West Heather, Kuwait",4.0,,github.com/wstewart,linkedin.com/in/jasonnelson,,,,MSc
Candidate-0112,"Passionate Deep Learning Engineer with expertise in neural network design, training, and optimization. Skilled in TensorFlow, PyTorch, and computer vision.",Deep Learning Engineer,"Elliott, Johnson and Lee",azure;flask;mongodb;postgresql;python;ruby,"East John, Saint Lucia",4.0,,github.com/gregory87,linkedin.com/in/colejohn,,,,BSc
Candidate-0113,"Innovative Android Developer with a passion for mobile app development and user experience design. Skilled in Java, Kotlin, and Android Studio.",Android Developer,Walker LLC,aws;c#;c++;django;flask;java;oracle;postgresql;spring,"Pattyport, Singapore",5.0,,github.com/longsamuel,linkedin.com/in/christophermcclain,,,,MSc
Candidate-0114,"Results-driven DevOps Engineer with proven expertise in cloud infrastructure, automation, and continuous integration. Skilled in AWS, Docker, and Kubernetes.",Devops Engineer,Moore-Lucas,aws;google cloud;mysql;ruby;vue,"Port Paula, Eritrea",6.0,,github.com/idavenport,linkedin.com/in/ggutierrez,,,,MSc
Candidate-0115,"Results-driven DevOps Engineer with proven expertise in cloud infrastructure, automation, and continuous integration. Skilled in AWS, Docker, and Kubernetes.",Devops Engineer,Ryan-Gomez,aws;django;go;mongodb;redis,"Jacobsfurt, Cocos (Keeling) Islands",3.0,,github.com/xbradley,linkedin.com/in/stevenmorales,,,,MSc
Candidate-0116,"Innovative Android Developer with a passion for mobile app development and user experience design. Skilled in Java, Kotlin, and Android Studio.",Android Developer,Cunningham PLC,aws;c#;c++;flask;java;mysql;ruby,"South Heatherhaven, Maldives",4.0,,github.com/patrickowens,linkedin.com/in/joanneevans,,,,BSc
Candidate-0117,"Experienced Python Developer with a strong background in building scalable web applications and data pipelines. Proficient in Django, Flask, and RESTful API design.",Python Developer,Brooks Ltd,c++;django;flask;google cloud;java;javascript;node.js;oracle;python,"Pattonfurt, Monaco",5.0,,github.com/robert45,linkedin.com/in/keithallen,,,,BSc
Candidate-0118,"Experienced Python Developer with a strong background in building scalable web applications and data pipelines. Proficient in Django, Flask, and RESTful API design.",Python Developer,"Carter, Roy and George",c#;c++;django;google cloud;node.js;python;redis,"Jacksontown, Mongolia",2.0,,github.com/jacksonmichael,linkedin.com/in/matthew52,,,,MSc
Candidate-0119,Strategic Solutions Architect with experience in large-scale enterprise system design and implementation. Skilled in cloud architecture and complex system integration.,Solutions Architect,Walter-Pennington,aws;c#;go;mysql;node.js;oracle;python;spring;vue,"East Michael, Mongolia",6.0,,github.com/hopkinscourtney,linkedin.com/in/jrobinson,,,,MSc
Candidate-0120,"Experienced Python Developer with a strong background in building scalable web applications and data pipelines. Proficient in Django, Flask, and RESTful API design.",Python Developer,Juarez-Hendricks,azure;flask;java;javascript;mysql;python,"Lake Nicholas, Syrian Arab Republic",7.0,,github.com/patrick77,linkedin.com/in/cheryl34,,,,MSc
Candidate-0121,"Flutter Developer specializing in mobile app development and user experience design. Skilled in Dart, Flutter SDK, and cross-platform development.",Flutter Developer,Moore-Meza,aws;c++;dart;oracle;postgresql;ruby;vue,"Lake Justinfurt, Cameroon",5.0,,github.com/nancymorgan,linkedin.com/in/gedwards,,,,BSc
Candidate-0122,NoSQL Developer with experience in managing and scaling NoSQL databases like MongoDB and DynamoDB. Proficient in JavaScript and database optimization.,Nosql Developer,Houston-Wiggins,aws;flask;javascript;nosql;redis;spring;vue,"Lake Jonathanberg, Cameroon",7.0,,github.com/berrylaura,linkedin.com/in/michelegarza,,,,MSc
Candidate-0123,Detail-oriented Java Developer specializing in backend systems and microservices architecture. Skilled in Spring Boot and designing robust enterprise solutions.,Java Developer,Smith Group,django;google cloud;java;mongodb;python;redis,"Kevinstad, South Africa",5.0,,github.com/joseph19,linkedin.com/in/michaelrogers,,,,MSc
Candidate-0124,"Computer Vision Engineer specializing in image processing, object detection, and video analytics. Experienced in OpenCV, TensorFlow, and deep learning models.",Computer Vision Engineer,"Ray, Long and Acevedo",angular;google cloud;mongodb;postgresql;python,"Jonathanside, Namibia",4.0,,github.com/edward63,linkedin.com/in/jhernandez,,,,BSc
Candidate-0125,"Experienced Python Developer with a strong background in building scalable web applications and data pipelines. Proficient in Django, Flask, and RESTful API design.",Python Developer,Carter Inc,angular;azure;c++;flask;mongodb;oracle;python;ruby;spring,"North Joshuaport, Monaco",5.0,,github.com/sarah81,linkedin.com/in/gallegosandrew,,,,MSc
Candidate-0126,"React Native Developer specializing in cross-platform mobile app development. Proficient in React, JavaScript, and building high-performance mobile applications.",React Native Developer,Garner Group,aws;django;oracle;postgresql;python;react native;spring;vue,"Lake Anne, Thailand",1.0,,github.com/teresarios,linkedin.com/in/robert29,,,,MSc
Candidate-0127,The television even present organization happy fine rest. System pressure eye nothing deal family. Face paper share among fine another network.,Vue Developer,"Wheeler, Carr and Velazquez",django;google cloud;java;mysql;python;redis;vue,"Lake Joshua, Turkmenistan",3.0,,github.com/james44,linkedin.com/in/thomaserika,,,,MSc
Candidate-0128,Innovative JavaScript Developer with extensive experience in front-end frameworks and building interactive user interfaces using React and Angular.,Javascript Developer,Gregory-Barnett,aws;c#;java;javascript;node.js;oracle;postgresql;vue,"Nicholasfurt, Bhutan",6.0,,github.com/wlogan,linkedin.com/in/thomassmith,,,,BSc
Candidate-0129,Technical Architect with a focus on designing complex software systems and defining technical requirements. Skilled in cloud architecture and system integration.,Technical Architect,Brown-Miller,aws;c#;flask;go;javascript;mysql;python;redis;spring,"East Morganton, British Virgin Islands",5.0,,github.com/psmith,linkedin.com/in/rachelstevenson,,,,MSc
Candidate-0130,"Platform Engineer with expertise in designing and maintaining scalable platforms for web applications. Skilled in Docker, Kubernetes, and cloud infrastructure.",Platform Engineer,Mendoza PLC,angular;aws;c#;c++;mysql;node.js;redis;spring,"Shawnton, Mozambique",4.0,,github.com/peggy33,linkedin.com/in/spearssamantha,,,,MSc
Candidate-0131,"Cloud Engineer with expertise in AWS cloud services, including EC2, S3, Lambda, and VPCs. Proficient in designing and deploying scalable applications in the cloud.",Cloud Engineer,Lewis Group,angular;aws;azure;c#;c++;mysql;node.js;redis;ruby;vue,"Mckenziehaven, Congo",5.0,,github.com/robertallen,linkedin.com/in/josephdudley,,,,BSc
Candidate-0132,Table now power technology civil determine. Single gun officer dream red. Create tough leave travel. Energy them campaign particular. Once of world decide show executive grow treat.,React Developer,Cervantes-Harris,azure;django;javascript;node.js;postgresql;react;redis,"Parkerborough, Bahrain",6.0,,github.com/coxjohn,linkedin.com/in/marshrachel,,,,BSc
Candidate-0133,"React Native Developer specializing in cross-platform mobile app development. Proficient in React, JavaScript, and building high-performance mobile applications.",React Native Developer,"Lewis, Morgan and Stewart",angular;google cloud;java;javascript;postgresql;react native;spring;vue,"South Paulaburgh, Bermuda",4.0,,github.com/kaylajackson,linkedin.com/in/carol06,,,,BSc
Candidate-0134,,Java Web Developer,Salcluster Technologies,hibernate;java;javascript;spring;struts,"Amravati, India",,,,,,,,MCA
Candidate-0135,"AI Engineer with expertise in artificial intelligence, machine learning, and deep learning. Skilled in Python, TensorFlow, and developing AI-powered applications.",Ai Engineer,"Lang, Andersen and Jones",angular;aws;go;java;mysql;python;react;redis,"Lake Scott, Vietnam",3.0,,github.com/danielpatel,linkedin.com/in/janicecole,,,,BSc
Candidate-0136,"Site Reliability Engineer with expertise in maintaining high-availability systems and automating infrastructure. Skilled in Docker, Kubernetes, and cloud services.",Site Reliability Engineer,Roberson-Meadows,azure;c++;flask;java;javascript;mongodb,"Port Chadport, Uzbekistan",5.0,,github.com/dawnklein,linkedin.com/in/joshuaanderson,,,,MSc
Candidate-0137,"Dedicated Security Engineer with a strong background in cybersecurity, risk assessment, and incident response. Skilled in penetration testing and security audits.",Security Engineer,"Cruz, Hill and Harvey",angular;c#;c++;google cloud;javascript;mongodb;python;redis;vue,"Victoriaside, Burkina Faso",4.0,,github.com/timothymartinez,linkedin.com/in/carolinefrench,,,,MSc
Candidate-0138,"SQL Developer specializing in writing optimized SQL queries and database management. Skilled in database design, normalization, and performance tuning.",Sql Developer,Morrison-Wade,c#;c++;django;flask;google cloud;javascript;mysql;spring;sql,"New Jose, Denmark",3.0,,github.com/dianamcneil,linkedin.com/in/charles52,,,,MSc
Candidate-0139,"React Native Developer specializing in cross-platform mobile app development. Proficient in React, JavaScript, and building high-performance mobile applications.",React Native Developer,Bernard-Anderson,angular;azure;c#;go;mongodb;mysql;react native;spring,"New Jacob, Norfolk Island",4.0,,github.com/snyderphilip,linkedin.com/in/staciestuart,,,,BSc
Candidate-0140,Individual baby simply view international grow newspaper different. Health speech good on land. Might soldier ever air would person day.,Database Engineer,"Richardson, Duncan and Lewis",django;google cloud;mysql;node.js;postgresql;python;ruby;spring;sql,"Huberhaven, Denmark",5.0,,github.com/allison19,linkedin.com/in/vchang,,,,BSc
Candidate-0141,"Passionate Deep Learning Engineer with expertise in neural network design, training, and optimization. Skilled in TensorFlow, PyTorch, and computer vision.",Deep Learning Engineer,Acosta LLC,google cloud;java;python;react;redis;vue,"North Daniel, Panama",5.0,,github.com/bryananthony,linkedin.com/in/jamesnelson,,,,BSc
Candidate-0142,Nation near appear cold since traditional. Very small exactly occur rise. Pm establish hand research prevent her small. Certainly language return establish perform. Pay mean name daughter.,Machine Learning Engineer,Flores and Sons,azure;flask;go;java;node.js;python;redis,"Angelaborough, Colombia",3.0,,github.com/sjohnson,linkedin.com/in/davisallen,,,,MSc
Candidate-0143,"Flutter Developer specializing in mobile app development and user experience design. Skilled in Dart, Flutter SDK, and cross-platform development.",Flutter Developer,Rogers PLC,dart;flask;google cloud;java;mongodb;node.js;python;ruby,"North Billyborough, Cuba",2.0,,github.com/jeffery74,linkedin.com/in/rbuck,,,,BSc
Candidate-0144,"Platform Engineer with expertise in designing and maintaining scalable platforms for web applications. Skilled in Docker, Kubernetes, and cloud infrastructure.",Platform Engineer,Carlson and Sons,angular;aws;c++;java;oracle;postgresql;python;react;spring,"Port Ronaldburgh, Senegal",4.0,,github.com/timothy42,linkedin.com/in/coxmatthew,,,,BSc
Candidate-0145,Safe also anything beyond sister million customer. Role other year member. Item effort responsibility present across want court image.,Machine Learning Engineer,Schmidt-Mitchell,aws;c++;flask;javascript;mysql;python,"Port Austin, Fiji",4.0,,github.com/unielsen,linkedin.com/in/lisa95,,,,BSc
Candidate-0146,Good attack skin. Professional argue certain from on accept director. Score up continue.,Software Engineer,Anderson-Hernandez,azure;c++;postgresql;python;redis;spring,"Lake Christopherland, United States Virgin Islands",5.0,,github.com/lisa51,linkedin.com/in/dianafox,,,,MSc
Candidate-0147,"Penetration Tester with experience in ethical hacking, vulnerability assessments, and security audits. Skilled in network security and penetration testing tools.",Penetration Tester,Dillon-Rojas,c#;c++;flask;google cloud;postgresql;python;react;redis,"Nicholasville, Norway",4.0,,github.com/mvargas,linkedin.com/in/richardsonstacy,,,,BSc
Candidate-0148,"Automation Engineer with expertise in designing and implementing automated test scripts and CI/CD pipelines. Skilled in Python, Selenium, and test automation frameworks.",Automation Engineer,Taylor Ltd,angular;flask;google cloud;javascript;python;redis;ruby;spring,"Haileyfurt, Saint Barthelemy",4.0,,github.com/michaelhamilton,linkedin.com/in/robert16,,,,BSc
Candidate-0149,NoSQL Developer with experience in managing and scaling NoSQL databases like MongoDB and DynamoDB. Proficient in JavaScript and database optimization.,Nosql Developer,Sherman-Foster,angular;aws;c#;django;go;mongodb;nosql,"Lake Jessicahaven, Bahamas",4.0,,github.com/gwebb,linkedin.com/in/zgreen,,,,BSc
Candidate-0150,"SQL Developer specializing in writing optimized SQL queries and database management. Skilled in database design, normalization, and performance tuning.",Sql Developer,Barnes-Davis,angular;aws;c++;flask;postgresql;ruby;sql;vue,"Arthurview, Cook Islands",4.0,,github.com/robert07,linkedin.com/in/brandonwashington,,,,BSc
Candidate-0151,Although eight police through. Power few site road. Dream leave history entire stay note.,Frontend Developer,Moore Group,aws;c#;javascript;oracle;react;ruby;spring,"Richardborough, Comoros",5.0,,github.com/galvanmichael,linkedin.com/in/jonathan15,,,,MSc
Candidate-0152,"Creative iOS Developer with a focus on building elegant and user-friendly applications for Apple devices. Proficient in Swift, Xcode, and iOS SDK.",Ios Developer,"Rose, Lucas and Williams",angular;azure;javascript;mongodb;swift,"New Mark, Timor-Leste",5.0,,github.com/william22,linkedin.com/in/ann61,,,,BSc
Candidate-0153,Database Administrator skilled in optimizing SQL queries and maintaining database health through regular backups and maintenance.,Database Administrator,"Aguilar, Taylor and Ali",azure;c#;oracle;spring;sql,"Andrewfurt, Bhutan",1.0,,github.com/ymorris,linkedin.com/in/graymichael,,,,MSc
Candidate-0154,"Information Security Analyst specializing in security assessments, risk management, and compliance. Skilled in cybersecurity tools and incident response.",Information Security Analyst,Padilla LLC,azure;c#;flask;javascript;mongodb;postgresql;python,"New Pamela, Mozambique",6.0,,github.com/carlelliott,linkedin.com/in/williamscatherine,,,,MSc
Candidate-0155,Forget minute current American test go our. Raise idea federal own consider. Protect recently any page represent more always. Bag candidate again foreign than.,Frontend Developer,Fuentes-Lambert,go;google cloud;javascript;mysql;node.js;postgresql;python;react;ruby,"New Nicholas, Cuba",4.0,,github.com/abigaildavenport,linkedin.com/in/bpotter,,,,MSc
Candidate-0156,"Dedicated Security Engineer with a strong background in cybersecurity, risk assessment, and incident response. Skilled in penetration testing and security audits.",Security Engineer,Kirby Inc,aws;c#;django;go;mysql;python;redis;spring;vue,"North Willietown, Mali",6.0,,github.com/brendanmorrow,linkedin.com/in/qho,,,,MSc
Candidate-0157,"Dedicated Security Engineer with a strong background in cybersecurity, risk assessment, and incident response. Skilled in penetration testing and security audits.",Security Engineer,Vargas-Kelly,aws;c++;mysql;python;spring;vue,"Woodwardbury, Christmas Island",6.0,,github.com/ksandoval,linkedin.com/in/dandrews,,,,BSc
Candidate-0158,Many admit traditional write. Back either church bag nation. Clear movement four account sister. Expect recent their event relationship father.,Vue Developer,Leon-Wall,c#;google cloud;java;javascript;mongodb;postgresql;spring;vue,"Sweeneyville, Jamaica",3.0,,github.com/boylesteven,linkedin.com/in/swhite,,,,BSc
Candidate-0159,"MLOps Engineer with a strong background in machine learning model deployment, monitoring, and optimization. Skilled in Docker, Kubernetes, and CI/CD pipelines.",Mlops Engineer,"Fletcher, Carter and Ross",angular;c#;google cloud;javascript;mongodb;node.js;python;react,"East Franciscoside, Guam",4.0,,github.com/xbrown,linkedin.com/in/hweiss,,,,BSc
Candidate-0160,Blockchain Developer with experience in smart contract development and integration of blockchain technologies in decentralized applications.,Blockchain Developer,Roach Ltd,angular;azure;python;redis;solidity,"Jonesberg, Swaziland",5.0,,github.com/jasonpotts,linkedin.com/in/teresadennis,,,,MSc
Candidate-0161,Every this until city something college decision. If history career of. Relate candidate growth risk someone.,Frontend Developer,Long Ltd,azure;flask;javascript;oracle;python;react;spring,"Briannafort, Jordan",5.0,,github.com/udavis,linkedin.com/in/rgarcia,,,,BSc
Candidate-0162,Realize raise follow people. Executive simply to it college impact. Husband hear church together together wide late year. Team carry establish industry.,Software Engineer,Kelley-Doyle,aws;c#;flask;go;node.js;postgresql;python;spring,"Nancyfurt, Taiwan",1.0,,github.com/umadden,linkedin.com/in/kristenmoore,,,,BSc
Candidate-0163,"Information Security Analyst specializing in security assessments, risk management, and compliance. Skilled in cybersecurity tools and incident response.",Information Security Analyst,Martin Ltd,azure;javascript;mysql;node.js;postgresql;python;vue,"Smithstad, Bangladesh",4.0,,github.com/calhounralph,linkedin.com/in/jessica33,,,,BSc
Candidate-0164,"Site Reliability Engineer with expertise in maintaining high-availability systems and automating infrastructure. Skilled in Docker, Kubernetes, and cloud services.",Site Reliability Engineer,Summers LLC,angular;c#;c++;django;google cloud;mysql;oracle;python,"Whitefort, New Zealand",5.0,,github.com/martinbrown,linkedin.com/in/keithmorris,,,,MSc
Candidate-0165,"AI Engineer with expertise in artificial intelligence, machine learning, and deep learning. Skilled in Python, TensorFlow, and developing AI-powered applications.",Ai Engineer,Cox and Sons,c++;django;google cloud;javascript;oracle;postgresql;python;ruby;vue,"Jordanburgh, Latvia",1.0,,github.com/traneric,linkedin.com/in/anthony41,,,,MSc
Candidate-0166,"Innovative Android Developer with a passion for mobile app development and user experience design. Skilled in Java, Kotlin, and Android Studio.",Android Developer,Hernandez LLC,aws;c++;flask;java;node.js;postgresql;ruby,"Michelebury, United States Virgin Islands",6.0,,github.com/samuel52,linkedin.com/in/pharrison,,,,BSc
Candidate-0167,Database Administrator skilled in optimizing SQL queries and maintaining database health through regular backups and maintenance.,Database Administrator,"Maldonado, Erickson and Obrien",aws;c++;django;mongodb;postgresql;react;sql,"West Monicaberg, Guadeloupe",3.0,,github.com/hannah94,linkedin.com/in/ambermyers,,,,MSc
Candidate-0168,"Information Security Analyst specializing in security assessments, risk management, and compliance. Skilled in cybersecurity tools and incident response.",Information Security Analyst,Walter-Smith,angular;aws;flask;java;mongodb;python;spring,"Morrisside, Tonga",6.0,,github.com/nharper,linkedin.com/in/ralph40,,,,BSc
Candidate-0169,Innovative JavaScript Developer with extensive experience in front-end frameworks and building interactive user interfaces using React and Angular.,Javascript Developer,"Sanchez, Sanders and Lewis",angular;aws;go;java;javascript;postgresql;redis;spring,"Youngmouth, Kuwait",2.0,,github.com/amitchell,linkedin.com/in/zgardner,,,,BSc
Candidate-0170,"Data Engineer with a focus on ETL processes, data pipelines, and data warehousing. Skilled in Python, SQL, and big data technologies like Hadoop and Spark.",Data Engineer,Hall-Lozano,c++;django;google cloud;java;mongodb;oracle;python;ruby,"Meganland, Mali",6.0,,github.com/gmeyers,linkedin.com/in/grayerin,,,,MSc
Candidate-0171,Detail-oriented Java Developer specializing in backend systems and microservices architecture. Skilled in Spring Boot and designing robust enterprise solutions.,Java Developer,"Barker, Parks and Crawford",azure;c#;java;mysql;node.js;spring,"West Emily, Macao",3.0,,github.com/edwardsjamie,linkedin.com/in/stevensherman,,,,BSc
Candidate-0172,"Creative Mobile Developer specializing in iOS and Android app development. Proficient in Swift, Java, and React Native, with a focus on user-centric design principles.",Mobile Developer,Wood-Mccoy,azure;javascript;mysql;redis;spring,"East Jacobhaven, Moldova",3.0,,github.com/perrykayla,linkedin.com/in/robin33,,,,MSc
Candidate-0173,Candidate her when difficult leg. Act dream tonight process.,Frontend Developer,"Cole, Jackson and Rodriguez",azure;flask;go;javascript;oracle;postgresql;react,"Janettown, Papua New Guinea",5.0,,github.com/david38,linkedin.com/in/william47,,,,BSc
Candidate-0174,"Platform Engineer with expertise in designing and maintaining scalable platforms for web applications. Skilled in Docker, Kubernetes, and cloud infrastructure.",Platform Engineer,"Coleman, Fletcher and Brown",flask;google cloud;javascript;oracle;ruby,"West Sherrimouth, Puerto Rico",1.0,,github.com/natashasmith,linkedin.com/in/amber69,,,,BSc
Candidate-0175,"Automation Engineer with expertise in designing and implementing automated test scripts and CI/CD pipelines. Skilled in Python, Selenium, and test automation frameworks.",Automation Engineer,"Ramos, Castillo and Ellis",angular;azure;c#;mongodb;node.js;python;spring,"Morenochester, Saint Martin",6.0,,github.com/santoseric,linkedin.com/in/uhamilton,,,,BSc
Candidate-0176,"Systems Engineer with a focus on designing and optimizing complex systems for performance and scalability. Skilled in Python, Linux, and system architecture.",Systems Engineer,"Prince, Rocha and Fowler",c#;google cloud;mysql;postgresql;python;react,"Carlfort, Belize",6.0,,github.com/myoung,linkedin.com/in/barry74,,,,BSc
Candidate-0177,Build white eight which catch reach. Continue require land huge make body guy. Role such nice challenge score everything. Look hear art case.,Vue Developer,"Franklin, Hodges and Gibson",django;google cloud;java;mysql;oracle;react;spring;vue,"Lake Davidport, Bahrain",5.0,,github.com/amanda33,linkedin.com/in/scottriley,,,,BSc
Candidate-0178,Blockchain Developer with experience in smart contract development and integration of blockchain technologies in decentralized applications.,Blockchain Developer,Lindsey-Wade,aws;c#;java;node.js;postgresql;solidity,"Johnstonview, Saint Barthelemy",6.0,,github.com/jtaylor,linkedin.com/in/ehays,,,,BSc
Candidate-0179,Technical Architect with a focus on designing complex software systems and defining technical requirements. Skilled in cloud architecture and system integration.,Technical Architect,Reed-Spears,c++;google cloud;java;mysql;oracle;python;react,"New Amy, Djibouti",6.0,,github.com/cooperjimmy,linkedin.com/in/michaelchan,,,,BSc
Candidate-0180,Database Administrator skilled in optimizing SQL queries and maintaining database health through regular backups and maintenance.,Database Administrator,Williamson-Warren,aws;c++;mongodb;python;react;redis;ruby;sql,"North Robert, French Polynesia",3.0,,github.com/imoore,linkedin.com/in/brownbrandon,,,,MSc
Candidate-0181,"Flutter Developer specializing in mobile app development and user experience design. Skilled in Dart, Flutter SDK, and cross-platform development.",Flutter Developer,Lee-Gonzalez,aws;dart;django;javascript;mysql;node.js;oracle;ruby,"Sparksside, Spain",5.0,,github.com/williamskathleen,linkedin.com/in/carrollashley,,,,BSc
Candidate-0182,"Quality Assurance Engineer with extensive experience in testing web applications, identifying bugs, and ensuring software quality. Skilled in test automation and bug tracking tools.",Qa Engineer,"Vazquez, Hernandez and Soto",aws;mysql;python;redis;ruby;spring,"Port Omarchester, Macao",4.0,,github.com/gina00,linkedin.com/in/melissa29,,,,MSc
Candidate-0183,"Infrastructure Engineer specializing in cloud infrastructure design and management. Proficient in AWS, Azure, and infrastructure as code tools like Terraform.",Infrastructure Engineer,Guerrero-Velasquez,aws;c++;flask;oracle;react,"North Katelyn, Samoa",4.0,,github.com/toddcobb,linkedin.com/in/yvette61,,,,BSc
Candidate-0184,"Automation Engineer with expertise in designing and implementing automated test scripts and CI/CD pipelines. Skilled in Python, Selenium, and test automation frameworks.",Automation Engineer,"Smith, Ramirez and Martin",google cloud;javascript;oracle;python;react;ruby;vue,"Lake Michelle, Poland",6.0,,github.com/conniesanchez,linkedin.com/in/larsonmark,,,,BSc
Candidate-0185,"Quality Assurance Engineer with extensive experience in testing web applications, identifying bugs, and ensuring software quality. Skilled in test automation and bug tracking tools.",Qa Engineer,"Foster, Jimenez and Beck",angular;aws;java;mongodb;mysql;python;ruby;spring,"Douglasville, Wallis and Futuna",5.0,,github.com/qlynch,linkedin.com/in/howellwillie,,,,MSc
Candidate-0186,Strategic Solutions Architect with experience in large-scale enterprise system design and implementation. Skilled in cloud architecture and complex system integration.,Solutions Architect,Velasquez PLC,angular;aws;c++;django;go;python;redis;ruby,"Curryfort, Trinidad and Tobago",5.0,,github.com/erikrivera,linkedin.com/in/tglover,,,,BSc
